Geneid,SRR29022831,SRR29022832,SRR29022833,SRR29022834,SRR29022835,SRR29022836,SRR29022837,SRR29022838
ENSG00000253118.1,0,0,0,0,0,0,0,0
ENSG00000296929.1,0,0,0,0,0,0,0,0
ENSG00000253682.3,0,0,0,0,0,0,6,0
ENSG00000253749.1,0,0,0,0,0,0,0,0
ENSG00000253634.4,0,0,0,0,0,1,16,0
ENSG00000253177.3,2,29,2,47,4,108,12,31
ENSG00000248858.8,0,33,14,14,4,41,17,35
ENSG00000288005.1,0,0,0,0,0,4,0,0
ENSG00000254020.1,0,0,0,0,0,0,0,0
ENSG00000253577.3,0,11,0,3,1,6,4,7
ENSG00000205133.14,358,1639,750,1289,1028,867,1564,1333
ENSG00000251347.2,0,0,0,0,0,0,0,0
ENSG00000277063.1,0,0,0,0,0,0,0,0
ENSG00000279847.4,0,2,1,4,1,0,71,4
ENSG00000307173.1,0,0,0,0,0,0,1,0
ENSG00000296656.1,0,9,0,0,0,0,2,0
ENSG00000246662.7,4,35,11,9,4,21,70,31
ENSG00000254089.3,2,0,2,2,0,2,270,15
ENSG00000268080.2,0,0,0,0,0,0,0,0
ENSG00000300380.1,0,2,0,6,0,0,2,2
ENSG00000222416.1,0,0,0,0,0,0,0,0
ENSG00000300402.1,0,0,0,0,0,0,0,0
ENSG00000303178.1,0,0,0,0,0,0,0,0
ENSG00000299919.1,0,0,0,0,0,0,0,0
ENSG00000253781.1,0,0,0,0,0,0,0,0
ENSG00000304526.1,0,0,0,0,0,0,0,0
ENSG00000188343.16,478,339,297,294,52,192,124,267
ENSG00000271971.1,50,104,45,71,10,59,57,105
ENSG00000253854.1,34,96,45,55,18,32,32,86
ENSG00000183808.14,1372,1189,1037,737,501,404,711,854
ENSG00000253722.1,0,0,0,0,0,0,0,0
ENSG00000279331.1,0,0,0,0,0,0,0,0
ENSG00000253848.2,10,0,5,4,2,0,0,0
ENSG00000164953.18,541,1005,295,639,199,397,332,576
ENSG00000254057.1,6,4,0,1,2,1,1,0
ENSG00000254387.1,0,0,0,0,0,0,0,2
ENSG00000164951.17,1601,2382,1663,1851,971,1111,3320,1666
ENSG00000295028.1,0,0,0,0,0,0,0,0
ENSG00000264448.5,1,9,4,5,0,0,0,2
ENSG00000284288.1,0,0,0,0,0,0,0,0
ENSG00000304545.1,0,0,0,0,1,1,0,0
ENSG00000251234.1,0,0,0,0,0,0,0,1
ENSG00000240509.1,18,163,93,87,37,121,54,77
ENSG00000275386.1,0,0,0,1,0,0,0,0
ENSG00000304524.1,7,12,7,7,2,15,2,10
ENSG00000253585.1,0,0,0,0,0,4,0,4
ENSG00000079112.12,8,10,19,9,2,8,6,17
ENSG00000249510.1,0,0,0,0,0,0,0,0
ENSG00000296757.1,0,2,0,0,0,0,0,0
ENSG00000296774.1,0,0,0,0,0,0,0,0
ENSG00000294210.1,0,3,0,0,0,0,0,0
ENSG00000164949.10,467,5324,2533,2613,1021,2556,970,2990
ENSG00000244217.1,0,0,0,0,0,0,0,0
ENSG00000197275.16,311,85,113,62,99,43,58,28
ENSG00000265817.5,428,361,137,236,133,120,112,203
ENSG00000164944.14,4808,3661,2589,3034,2479,1731,2253,2400
ENSG00000254315.1,2,0,0,0,0,1,1,0
ENSG00000253704.5,89,34,21,33,12,13,24,39
ENSG00000253175.1,0,0,0,0,0,0,0,0
ENSG00000308456.1,0,0,0,0,0,0,0,0
ENSG00000254190.1,0,0,0,0,0,0,0,0
ENSG00000254283.1,0,0,0,0,0,0,0,0
ENSG00000261437.2,577,107,70,148,67,46,83,72
ENSG00000104413.20,11248,2697,2872,2931,2632,1248,4194,1932
ENSG00000274701.1,0,0,0,0,0,0,0,0
ENSG00000241003.1,0,2,0,1,0,0,0,0
ENSG00000253429.1,0,0,0,0,0,0,0,0
ENSG00000199701.1,0,0,0,0,0,0,0,0
ENSG00000156162.18,2349,2643,1124,1978,923,1280,1444,2121
ENSG00000254307.2,0,0,0,0,0,0,0,0
ENSG00000164941.16,2271,1659,1688,1179,1346,820,976,968
ENSG00000175305.20,327,193,197,129,246,62,140,160
ENSG00000272509.1,5,24,14,2,4,10,16,0
ENSG00000243979.2,0,0,0,1,0,0,0,4
ENSG00000156170.16,1270,1189,759,1011,780,616,707,579
ENSG00000164938.16,1819,2725,2670,3624,3120,1343,4074,2135
ENSG00000253528.2,4,0,0,0,0,0,0,0
ENSG00000287322.1,4,6,0,5,4,5,4,4
ENSG00000200525.1,0,0,1,0,0,0,0,0
ENSG00000245080.8,6,0,4,0,8,6,27,2
ENSG00000254248.1,4,1,5,4,3,0,2,0
ENSG00000284147.1,0,0,0,0,0,0,0,0
ENSG00000283522.1,0,0,0,0,0,0,0,0
ENSG00000175895.7,1983,2887,2871,2732,2490,1452,2479,1715
ENSG00000300401.1,0,0,0,0,1,2,0,0
ENSG00000305752.1,1,0,0,0,0,0,0,0
ENSG00000305765.1,0,0,0,0,0,0,3,0
ENSG00000253773.7,19,51,17,41,3,8,75,38
ENSG00000253351.3,2,4,0,1,0,0,0,0
ENSG00000294062.1,0,7,0,0,0,0,0,0
ENSG00000156172.8,71,469,182,241,131,220,228,222
ENSG00000301251.1,0,0,0,0,0,0,0,0
ENSG00000253945.1,0,0,0,0,0,0,0,0
ENSG00000202112.1,0,0,0,0,0,0,0,0
ENSG00000301237.1,0,0,4,2,0,0,1,0
ENSG00000254079.1,0,0,0,0,0,0,0,0
ENSG00000248762.3,0,0,0,0,0,0,0,0
ENSG00000297407.1,0,0,0,0,0,0,0,0
ENSG00000302443.1,0,0,0,0,0,0,0,0
ENSG00000296498.1,0,0,0,0,0,0,0,0
ENSG00000183663.6,0,0,0,0,0,0,0,0
ENSG00000271349.1,0,0,0,0,0,0,0,0
ENSG00000270131.1,0,0,0,0,0,0,0,0
ENSG00000156466.12,30,124,42,22,28,32,34,91
ENSG00000156467.12,5900,7674,5944,6169,5870,7109,6380,5014
ENSG00000254224.3,4,8,1,1,0,0,0,5
ENSG00000156469.11,1499,902,942,603,674,587,721,554
ENSG00000156471.15,4173,3162,3293,2107,1971,1933,2528,2290
ENSG00000199732.1,0,0,0,0,0,0,0,0
ENSG00000253105.7,0,0,0,2,0,2,4,46
ENSG00000298183.1,0,0,0,0,0,0,0,0
ENSG00000302579.1,0,0,0,0,0,0,0,0
ENSG00000202095.1,0,0,0,0,0,0,0,0
ENSG00000169439.14,9760,5212,3824,5185,1619,5186,2826,4544
ENSG00000104324.18,962,3524,1598,2132,1134,2685,1103,2976
ENSG00000272249.1,0,0,0,0,0,2,3,0
ENSG00000270077.1,0,0,1,1,3,8,0,5
ENSG00000304537.1,0,2,2,7,0,14,2,12
ENSG00000260640.1,0,14,0,0,0,0,0,0
ENSG00000293849.1,0,0,0,1,0,0,0,0
ENSG00000180543.5,1487,1750,717,1300,325,1210,786,1655
ENSG00000299320.1,0,0,0,0,0,0,0,0
ENSG00000306089.1,0,0,0,0,0,0,0,0
ENSG00000301520.1,0,0,2,0,0,2,0,0
ENSG00000207215.2,0,0,0,0,0,0,0,0
ENSG00000309049.1,0,0,0,14,0,9,0,5
ENSG00000213750.4,0,0,0,0,0,0,0,0
ENSG00000287654.1,4,0,11,1,0,2,1,0
ENSG00000147649.12,9266,7326,8615,6289,8235,4686,8131,6148
ENSG00000302098.1,4,1,1,0,0,1,0,0
ENSG00000202399.1,3,0,2,0,0,0,0,0
ENSG00000104341.19,18687,5571,3334,3180,1598,3140,3298,4929
ENSG00000270682.1,1,0,0,0,0,0,0,0
ENSG00000270861.1,0,0,0,0,0,0,0,0
ENSG00000253639.1,0,0,0,0,0,0,0,0
ENSG00000243504.1,0,7,0,4,2,6,0,1
ENSG00000132561.16,874,7959,1199,5749,1180,5347,923,4607
ENSG00000156482.13,9590,18066,13216,11327,7075,11842,9289,9516
ENSG00000245970.2,49,34,24,12,24,41,39,31
ENSG00000207067.1,0,0,0,0,0,0,0,0
ENSG00000288752.3,146,61,16,10,27,34,19,30
ENSG00000252755.1,0,2,2,0,0,0,0,2
ENSG00000177459.13,74,28,58,20,1,28,10,34
ENSG00000132541.13,581,427,336,545,399,545,706,253
ENSG00000104356.13,1134,393,591,288,302,299,267,238
ENSG00000295593.1,0,0,0,0,0,0,2,0
ENSG00000301159.1,0,0,1,0,0,0,0,0
ENSG00000104361.12,475,2358,1167,1624,1322,1366,3406,1980
ENSG00000252558.1,0,0,0,0,0,0,0,0
ENSG00000296322.1,0,0,0,0,0,0,0,0
ENSG00000298598.1,2,2,0,2,0,0,4,7
ENSG00000309322.1,0,0,0,0,0,0,1,0
ENSG00000104375.19,1300,1588,837,1225,753,981,1125,1117
ENSG00000278914.1,2,6,0,0,0,0,0,0
ENSG00000307810.1,0,0,4,0,0,0,10,2
ENSG00000307833.1,0,0,0,0,0,2,0,1
ENSG00000253468.1,2,0,0,0,0,0,2,4
ENSG00000156486.9,4,0,14,0,9,2,26,55
ENSG00000272321.1,0,0,2,0,10,2,12,3
ENSG00000207378.1,0,0,0,0,0,0,0,0
ENSG00000253911.1,0,0,2,0,0,0,0,0
ENSG00000254112.1,2,0,0,0,0,0,0,0
ENSG00000240870.2,0,0,0,1,0,0,0,0
ENSG00000253415.1,0,0,0,0,0,0,0,0
ENSG00000254312.1,0,0,0,0,0,0,0,0
ENSG00000223281.1,0,0,0,0,0,0,0,0
ENSG00000164920.12,131,800,219,152,119,453,632,744
ENSG00000271930.1,5,13,5,2,2,0,6,3
ENSG00000253948.5,60,93,34,112,30,94,44,63
ENSG00000229625.3,0,0,0,0,0,0,0,4
ENSG00000294219.1,0,0,0,0,0,0,0,0
ENSG00000253180.1,7,20,11,10,0,0,1,12
ENSG00000132549.21,2050,3015,2519,2142,1658,1252,1913,2723
ENSG00000253562.1,0,0,10,0,2,0,2,0
ENSG00000253532.1,0,0,0,0,0,0,0,0
ENSG00000236583.1,0,0,0,0,0,0,0,0
ENSG00000237704.1,0,0,0,0,0,0,0,0
ENSG00000225017.1,0,0,0,0,0,0,0,0
ENSG00000206699.1,0,0,0,0,0,0,0,0
ENSG00000207804.1,0,0,0,0,0,0,0,0
ENSG00000216069.1,0,0,0,0,0,0,0,0
ENSG00000243254.3,0,1,0,0,0,0,0,0
ENSG00000235683.1,1,0,0,0,0,2,0,0
ENSG00000253539.1,0,0,0,0,0,0,0,5
ENSG00000253912.1,0,0,0,0,0,0,0,0
ENSG00000164919.13,5583,3180,4213,2811,5045,3114,5015,2009
ENSG00000287952.1,6,2,0,4,0,0,0,0
ENSG00000132554.23,16,66,27,103,4,58,18,64
ENSG00000212414.1,0,0,0,0,0,0,0,0
ENSG00000221753.1,0,0,0,0,0,0,0,0
ENSG00000156509.15,31,3,61,16,30,4,4,19
ENSG00000301454.1,0,0,0,2,0,0,0,8
ENSG00000147669.13,3187,2184,2090,1875,2332,1925,2312,1452
ENSG00000104450.15,484,377,435,412,818,275,477,244
ENSG00000202310.1,0,0,0,0,0,0,0,0
ENSG00000253299.1,0,2,0,1,0,0,0,0
ENSG00000199667.1,0,4,0,0,0,0,0,0
ENSG00000302563.1,1,3,2,0,2,0,0,1
ENSG00000034677.15,3424,3292,5169,2863,3301,1911,2968,2514
ENSG00000253217.2,10,11,16,4,2,6,0,8
ENSG00000253824.3,4,0,0,0,0,2,9,4
ENSG00000265599.1,0,0,0,0,0,0,0,0
ENSG00000253666.5,6,4,17,4,6,4,40,15
ENSG00000297282.1,0,0,2,4,0,0,6,0
ENSG00000186106.13,990,1289,788,1056,688,1160,774,916
ENSG00000251013.1,11,2,0,1,0,0,2,0
ENSG00000174226.11,17,58,30,8,0,4,8,8
ENSG00000253740.6,0,0,0,0,0,0,0,2
ENSG00000310385.1,2,2,3,0,1,1,0,2
ENSG00000252764.1,0,0,0,0,0,0,0,0
ENSG00000070756.19,53720,34821,30269,19974,24687,17092,34519,21272
ENSG00000289284.1,0,3,0,2,0,0,0,0
ENSG00000284570.1,0,0,0,0,0,0,0,0
ENSG00000310415.1,0,0,0,0,0,0,0,0
ENSG00000293982.1,9,0,0,0,0,2,0,2
ENSG00000221527.1,0,0,0,0,0,0,0,0
ENSG00000202001.2,0,0,0,0,0,0,0,0
ENSG00000306981.1,0,0,0,0,0,0,2,0
ENSG00000242399.1,0,0,0,0,0,0,0,0
ENSG00000306968.1,9,1,0,0,0,0,0,0
ENSG00000222795.1,0,0,0,0,0,0,0,0
ENSG00000296373.1,0,0,0,0,0,0,10,2
ENSG00000212994.5,21,15,18,18,14,2,9,3
ENSG00000275041.1,0,0,0,0,0,0,0,0
ENSG00000296388.1,0,0,0,0,0,0,0,0
ENSG00000260368.1,17,9,6,2,3,4,2,10
ENSG00000164924.20,38763,20593,26595,16622,37897,16748,22973,15353
ENSG00000242315.3,0,0,0,0,0,0,0,0
ENSG00000302534.1,4,2,0,0,2,0,0,0
ENSG00000248599.2,2,2,0,2,0,0,4,0
ENSG00000308805.1,0,0,0,0,0,0,0,0
ENSG00000253395.2,36,10,7,0,18,1,3,0
ENSG00000253355.2,7,0,0,0,4,8,7,0
ENSG00000202360.1,0,0,0,0,0,0,0,0
ENSG00000297280.1,0,0,0,0,0,0,2,0
ENSG00000261087.1,42,168,50,66,70,197,76,95
ENSG00000120963.14,5168,3793,3046,2713,4195,2442,3821,2255
ENSG00000271882.1,6,20,9,0,21,6,9,18
ENSG00000253942.1,0,0,0,0,0,0,0,0
ENSG00000305199.1,0,0,0,0,0,0,0,0
ENSG00000253679.2,0,0,0,0,1,0,22,0
ENSG00000287479.1,0,0,0,0,0,0,0,0
ENSG00000253282.2,0,0,0,0,0,0,0,0
ENSG00000297846.1,0,0,0,0,0,0,2,0
ENSG00000239115.1,0,0,0,0,0,0,0,0
ENSG00000297795.1,0,0,0,0,0,0,6,0
ENSG00000293064.2,4,2,0,0,4,0,37,0
ENSG00000271560.1,0,0,0,0,0,0,0,0
ENSG00000254063.2,0,0,0,0,0,0,6,0
ENSG00000228224.4,0,0,0,0,0,0,0,0
ENSG00000253644.3,0,0,0,0,0,0,12,0
ENSG00000239211.3,0,0,0,0,0,0,0,0
ENSG00000300803.1,0,0,0,0,0,0,2,2
ENSG00000293625.1,0,0,0,0,0,0,1,0
ENSG00000254084.1,0,0,0,0,0,0,0,0
ENSG00000254024.2,587,413,73,359,260,474,423,329
ENSG00000298096.1,0,0,0,8,0,0,0,0
ENSG00000083307.14,2420,2090,854,1838,1952,1300,2739,1580
ENSG00000253991.1,0,0,0,0,0,0,0,2
ENSG00000253153.1,0,4,0,0,0,0,0,0
ENSG00000104490.19,1603,2197,878,1595,1767,2891,561,3369
ENSG00000253629.1,0,0,0,0,0,0,0,0
ENSG00000238372.1,0,0,0,0,0,0,0,0
ENSG00000282989.1,1,0,0,0,0,0,0,0
ENSG00000310411.1,2,0,0,0,0,0,0,0
ENSG00000310398.1,0,0,0,0,0,0,0,0
ENSG00000310378.1,8,0,0,0,2,0,0,1
ENSG00000266756.1,0,0,0,0,0,0,0,1
ENSG00000254492.1,0,0,0,0,0,0,0,0
ENSG00000048392.15,2001,2064,1652,1870,1742,1338,3193,1779
ENSG00000246263.5,93,57,19,24,13,11,38,57
ENSG00000253328.2,4,17,8,2,1,6,15,10
ENSG00000104517.15,5341,8487,5293,5285,3723,3273,4379,6430
ENSG00000272037.1,16,44,27,7,5,0,35,29
ENSG00000306471.1,8,3,2,0,0,2,2,0
ENSG00000253923.2,5,0,0,0,0,0,0,0
ENSG00000221387.1,0,0,0,0,0,0,0,0
ENSG00000271612.1,0,0,0,0,0,0,0,0
ENSG00000240724.2,0,0,0,0,0,0,0,2
ENSG00000253633.3,8,0,2,2,7,18,0,4
ENSG00000252593.1,0,0,0,0,0,0,0,0
ENSG00000297465.1,0,0,0,0,0,0,0,0
ENSG00000297430.1,0,0,0,0,1,2,0,0
ENSG00000155087.4,0,0,0,0,2,0,0,0
ENSG00000253382.3,0,0,0,0,0,0,0,0
ENSG00000283959.3,16,28,24,13,21,16,20,30
ENSG00000155090.17,2225,4671,3508,2773,2081,3679,2415,3513
ENSG00000295715.1,0,0,0,0,0,0,0,0
ENSG00000250684.4,0,0,0,0,0,0,0,0
ENSG00000295699.1,2,0,0,0,0,0,4,0
ENSG00000305354.1,4,0,0,0,0,0,4,0
ENSG00000305379.1,0,0,0,3,0,0,0,0
ENSG00000253669.5,33,13,76,26,16,20,31,27
ENSG00000297506.1,3,2,6,3,8,1,10,5
ENSG00000155096.16,7378,6100,5388,4255,5560,3589,5870,5301
ENSG00000253385.1,4,4,4,0,0,0,0,4
ENSG00000289653.1,0,0,0,0,0,0,0,0
ENSG00000253320.8,165,277,129,260,43,168,131,230
ENSG00000253263.1,2,6,1,1,0,0,5,0
ENSG00000294892.1,7,3,8,0,0,8,3,8
ENSG00000244052.1,4,0,0,0,0,2,0,0
ENSG00000201216.1,0,0,0,0,0,0,0,0
ENSG00000253663.1,0,0,0,0,0,0,0,0
ENSG00000254236.1,0,0,0,0,0,0,0,0
ENSG00000155097.14,3358,2812,1953,2083,2234,1735,2645,2591
ENSG00000253795.1,0,0,0,0,0,0,0,0
ENSG00000253556.1,0,0,0,0,0,0,0,0
ENSG00000253977.1,0,0,0,0,0,0,0,0
ENSG00000300837.1,0,7,2,2,0,0,0,0
ENSG00000250929.2,18,0,1,0,0,0,0,0
ENSG00000236939.5,1,7,1,0,0,0,0,0
ENSG00000164929.19,52,143,77,81,149,269,66,163
ENSG00000247081.9,48,219,78,157,164,76,63,172
ENSG00000265657.1,0,0,0,0,0,0,0,0
ENSG00000253851.1,0,0,0,0,0,0,0,0
ENSG00000296002.1,0,0,0,0,0,1,0,4
ENSG00000164930.14,3800,2960,1065,2264,1851,1497,818,2321
ENSG00000286337.1,11,7,4,7,0,6,3,19
ENSG00000164932.15,4184,1431,8304,422,4386,566,4435,1327
ENSG00000266289.1,0,0,0,0,0,0,0,0
ENSG00000207399.1,2,3,4,3,0,1,2,0
ENSG00000164933.13,6,29,4,3,8,2,3,17
ENSG00000285982.1,0,0,0,0,0,0,0,0
ENSG00000164934.17,4239,1336,1658,1305,1625,1066,1559,992
ENSG00000307141.1,4,10,3,2,2,18,8,12
ENSG00000288945.1,24,14,2,12,2,22,6,4
ENSG00000261670.1,0,4,0,0,0,4,2,0
ENSG00000271830.1,0,0,0,0,2,0,7,0
ENSG00000253477.6,0,0,0,0,0,1,4,6
ENSG00000176406.26,0,45,117,14,78,17,368,90
ENSG00000255105.1,0,0,0,0,0,0,0,0
ENSG00000254644.1,0,0,0,0,0,0,0,0
ENSG00000239344.1,0,0,0,0,0,0,3,0
ENSG00000297659.1,0,0,0,0,0,0,0,0
ENSG00000297741.1,0,4,1,0,0,0,25,1
ENSG00000310189.1,0,0,0,0,0,0,0,0
ENSG00000147647.15,6,193,43,10,12,10,45,177
ENSG00000164935.7,34,0,55,2,67,2,34,16
ENSG00000310210.1,0,0,0,0,0,0,0,0
ENSG00000179577.4,0,0,0,0,0,0,0,2
ENSG00000294043.1,0,0,0,0,0,0,0,0
ENSG00000279138.1,20,14,16,6,2,0,4,6
ENSG00000208032.1,0,0,0,0,0,0,0,0
ENSG00000147650.13,2268,906,795,513,248,469,425,547
ENSG00000253454.1,0,0,0,0,0,0,0,0
ENSG00000169946.16,75,287,323,188,174,345,186,455
ENSG00000283157.2,0,0,0,0,0,0,0,0
ENSG00000243939.1,0,0,0,0,0,0,0,0
ENSG00000253997.1,0,0,0,0,0,0,0,0
ENSG00000240271.1,0,0,0,0,0,0,0,0
ENSG00000254041.1,0,2,8,2,0,2,11,20
ENSG00000253318.1,0,0,0,0,0,0,0,0
ENSG00000243171.1,0,0,0,0,0,0,0,0
ENSG00000294727.1,0,0,0,0,0,0,0,0
ENSG00000251003.11,6,17,4,11,10,27,5,35
ENSG00000253420.1,0,0,0,0,0,0,0,0
ENSG00000254141.1,0,0,0,0,0,2,0,0
ENSG00000243601.1,0,0,4,0,0,0,0,0
ENSG00000253526.1,0,0,1,0,0,0,0,0
ENSG00000201627.1,0,0,0,0,0,0,0,0
ENSG00000297690.1,0,0,0,0,0,0,0,0
ENSG00000213708.6,0,0,0,0,0,0,0,0
ENSG00000254021.1,0,0,0,0,0,0,0,0
ENSG00000164830.20,2988,4247,2717,3189,2127,2778,1579,3217
ENSG00000253582.2,24,34,12,25,9,14,8,33
ENSG00000253676.1,29,33,35,18,20,10,20,28
ENSG00000251892.1,0,0,0,1,0,0,0,3
ENSG00000295337.1,3,6,0,4,0,0,0,4
ENSG00000174429.6,0,4,0,6,0,5,0,2
ENSG00000299790.1,0,0,0,0,0,2,2,2
ENSG00000275905.1,0,0,0,0,0,0,0,1
ENSG00000287289.2,0,0,0,0,0,0,0,0
ENSG00000304228.1,1,8,4,4,0,0,0,1
ENSG00000254146.1,0,0,0,0,0,0,0,0
ENSG00000287208.1,0,0,0,0,0,0,0,0
ENSG00000154188.12,248,526,1078,899,186,947,213,604
ENSG00000286766.1,0,2,2,0,0,0,0,0
ENSG00000248838.2,0,0,0,0,0,0,0,0
ENSG00000303482.1,0,0,2,0,0,0,0,0
ENSG00000287949.1,0,0,0,0,0,0,0,0
ENSG00000200806.1,0,0,0,0,0,0,0,0
ENSG00000147655.14,0,0,7,0,0,0,16,0
ENSG00000253228.1,0,0,0,0,0,0,0,0
ENSG00000304773.1,0,0,0,0,0,0,0,0
ENSG00000230948.1,0,0,0,0,0,0,0,0
ENSG00000104408.13,11667,23389,18592,14169,8730,14043,7780,16201
ENSG00000289094.1,20,4,26,3,3,18,12,6
ENSG00000253754.1,1,2,0,0,0,0,0,0
ENSG00000243287.2,0,0,0,0,0,0,0,0
ENSG00000104412.10,1715,1886,2071,1728,1690,1669,1856,1708
ENSG00000253657.1,0,0,0,0,0,0,0,0
ENSG00000253949.1,0,0,0,0,0,0,10,0
ENSG00000164841.7,10,69,53,0,2,24,18,22
ENSG00000253580.1,0,0,0,0,0,0,0,0
ENSG00000308266.1,0,0,0,0,0,0,0,0
ENSG00000253796.5,4,2,23,4,5,3,20,4
ENSG00000174417.3,4,2,0,0,0,2,2,0
ENSG00000120526.14,2234,988,1938,768,793,662,822,678
ENSG00000250267.2,0,0,1,0,0,0,0,0
ENSG00000120533.14,3031,2062,3014,1529,1433,1354,1625,1413
ENSG00000205038.13,27,222,159,11,271,338,66,711
ENSG00000254185.1,0,0,0,0,2,0,0,0
ENSG00000301490.1,1,0,0,0,0,2,0,2
ENSG00000147654.18,898,1352,1191,953,896,1069,982,941
ENSG00000289767.1,0,0,0,0,0,0,0,0
ENSG00000147642.19,16,1692,328,854,799,1026,1250,922
ENSG00000248050.1,0,15,0,5,0,4,0,5
ENSG00000304111.1,0,0,0,0,0,0,0,0
ENSG00000255099.1,0,0,0,0,0,0,0,0
ENSG00000283555.1,0,0,0,0,0,0,0,0
ENSG00000241385.1,0,0,0,0,0,0,0,0
ENSG00000164794.10,0,8,4,0,0,0,0,1
ENSG00000255402.2,0,0,0,0,0,0,0,0
ENSG00000240590.1,0,0,0,0,0,0,0,0
ENSG00000306390.1,0,0,0,0,0,4,0,0
ENSG00000253956.1,0,0,0,0,0,0,0,0
ENSG00000253107.1,0,0,0,0,0,0,0,0
ENSG00000253122.2,0,0,0,0,0,0,0,0
ENSG00000253717.1,0,0,0,0,0,0,0,0
ENSG00000253994.1,0,0,0,0,0,0,0,0
ENSG00000253877.7,0,0,0,0,0,0,0,0
ENSG00000254241.1,0,0,0,0,0,0,0,0
ENSG00000301464.1,0,0,0,0,0,0,0,0
ENSG00000253103.3,0,0,0,0,0,0,0,0
ENSG00000253489.1,0,0,0,0,0,0,0,0
ENSG00000254124.1,0,0,0,0,0,0,0,0
ENSG00000253434.9,0,8,2,20,0,43,0,4
ENSG00000255033.1,0,0,0,0,0,0,0,0
ENSG00000253156.1,0,0,0,2,0,0,0,0
ENSG00000287942.2,0,0,0,0,0,0,0,0
ENSG00000297203.1,0,0,0,0,0,0,0,0
ENSG00000304690.1,0,0,0,0,0,0,0,0
ENSG00000308975.1,0,0,0,0,0,0,0,0
ENSG00000222146.1,0,0,0,0,0,0,0,0
ENSG00000294306.1,0,0,0,0,0,0,0,0
ENSG00000164796.19,0,2,72,6,0,0,8,0
ENSG00000286946.1,0,0,0,0,0,0,0,0
ENSG00000230169.1,0,0,0,0,0,0,0,0
ENSG00000238399.1,0,0,0,0,0,0,0,0
ENSG00000299572.1,0,0,0,0,0,0,0,0
ENSG00000227514.3,0,0,0,0,0,0,0,0
ENSG00000295875.1,0,0,0,0,0,0,0,0
ENSG00000287819.2,0,0,0,0,0,0,0,0
ENSG00000286937.2,0,0,0,0,0,0,0,0
ENSG00000253207.3,0,0,0,0,0,0,0,0
ENSG00000304699.1,0,0,0,0,0,0,0,0
ENSG00000206719.1,0,0,0,0,0,0,0,0
ENSG00000300059.1,0,0,0,2,0,0,0,0
ENSG00000299025.1,0,0,0,0,0,0,0,0
ENSG00000299050.1,0,0,0,0,0,0,0,0
ENSG00000304258.1,0,0,0,4,0,0,0,0
ENSG00000301205.1,0,2,0,0,0,1,0,0
ENSG00000254339.7,0,0,0,0,0,4,0,0
ENSG00000301177.1,0,0,0,0,0,0,0,0
ENSG00000253499.2,0,0,0,0,0,0,0,0
ENSG00000307756.1,0,0,0,0,0,0,0,0
ENSG00000302453.1,2,0,0,0,4,0,0,0
ENSG00000253756.1,0,0,0,0,0,0,0,0
ENSG00000302402.1,0,0,0,0,0,0,0,0
ENSG00000303006.1,0,0,0,0,8,0,0,0
ENSG00000297548.1,0,0,0,0,0,0,0,0
ENSG00000297588.1,0,2,0,0,0,0,0,0
ENSG00000297570.1,0,0,0,0,0,0,0,0
ENSG00000104447.15,4129,10583,11664,11230,4634,4595,2719,9003
ENSG00000227170.1,0,2,0,1,7,0,2,0
ENSG00000304557.1,0,5,10,2,0,4,0,4
ENSG00000299498.1,0,10,0,3,5,6,17,21
ENSG00000249917.4,0,10,50,2,4,5,7,5
ENSG00000199450.1,0,0,0,0,0,0,0,0
ENSG00000287826.2,0,162,26,228,2,517,25,206
ENSG00000253672.1,0,0,0,0,0,0,0,0
ENSG00000305535.1,0,0,0,0,0,0,0,0
ENSG00000305519.1,2,5,5,2,0,1,4,4
ENSG00000303874.1,0,0,0,0,0,0,0,0
ENSG00000304777.1,0,0,0,0,0,0,0,0
ENSG00000147677.14,6007,11535,13373,7888,5209,6983,7535,7642
ENSG00000289382.3,7,6,20,2,2,0,17,14
ENSG00000298999.1,5,0,2,0,0,0,0,0
ENSG00000147679.14,1158,1548,1836,1115,625,816,881,1045
ENSG00000164754.18,12180,9796,22357,7369,5378,5297,6194,6487
ENSG00000253327.2,5,19,15,23,4,17,17,28
ENSG00000283956.1,0,0,0,0,0,0,0,0
ENSG00000300083.1,40,160,5,127,6,38,7,109
ENSG00000205002.5,583,953,657,2650,22,223,103,638
ENSG00000300101.1,2,17,2,59,0,0,0,8
ENSG00000300123.1,0,0,0,0,0,0,0,0
ENSG00000164756.13,0,12,115,40,0,0,10,14
ENSG00000244033.3,0,0,0,0,0,0,0,0
ENSG00000253271.2,0,0,0,2,0,0,0,0
ENSG00000253622.1,0,0,0,0,0,0,0,0
ENSG00000240151.3,0,0,0,0,0,0,0,0
ENSG00000286308.2,0,4,2,0,0,0,0,0
ENSG00000298312.1,0,0,0,0,0,0,0,0
ENSG00000252852.1,0,0,0,0,0,0,0,0
ENSG00000301506.1,0,0,0,0,0,0,0,0
ENSG00000297933.1,0,0,0,2,0,0,0,0
ENSG00000164758.9,920,807,1235,499,331,441,354,478
ENSG00000239917.3,1,1,0,0,0,0,0,0
ENSG00000307180.1,0,0,0,0,0,0,0,0
ENSG00000297002.1,0,12,2,4,2,0,2,4
ENSG00000302717.1,0,0,0,0,0,0,1,0
ENSG00000182197.14,2469,2103,2182,1607,1727,1392,1674,1501
