Geneid,SRR29022831,SRR29022832,SRR29022833,SRR29022834,SRR29022835,SRR29022836,SRR29022837,SRR29022838
ENSG00000227671.5,0,0,0,0,0,0,0,0
ENSG00000283881.1,0,0,0,0,0,0,0,0
ENSG00000252516.1,3,3,3,5,3,0,4,12
ENSG00000232347.2,193,137,111,75,34,18,111,145
ENSG00000305370.1,0,0,0,0,0,2,0,0
ENSG00000214144.3,0,0,0,0,6,0,0,0
ENSG00000235818.3,0,0,0,0,0,0,0,0
ENSG00000197617.9,0,0,0,0,0,0,0,0
ENSG00000289566.3,4,4,1,7,0,0,0,8
ENSG00000303487.1,6,5,10,5,0,6,0,7
ENSG00000162714.15,4426,3232,2039,1838,785,1233,1300,2431
ENSG00000202079.1,2,0,0,0,0,6,1,5
ENSG00000298644.1,19,0,6,5,0,2,3,3
ENSG00000289234.3,498,251,232,194,90,161,122,261
ENSG00000162711.21,195,320,484,106,172,82,236,338
ENSG00000286216.2,45,28,4,8,0,6,8,27
ENSG00000302155.1,2,0,0,0,0,0,0,0
ENSG00000177535.11,6,0,2,2,2,0,2,4
ENSG00000290684.1,0,0,0,0,0,0,1,0
ENSG00000203664.8,0,0,0,0,0,0,0,0
ENSG00000302135.1,0,0,0,0,0,0,0,0
ENSG00000169224.13,9,101,23,18,20,8,24,107
ENSG00000196242.10,0,0,0,0,9,8,0,0
ENSG00000236817.6,0,0,0,0,0,0,0,0
ENSG00000177489.1,0,0,0,0,0,0,6,0
ENSG00000177476.3,0,0,0,0,0,0,0,0
ENSG00000283369.1,0,0,0,0,0,0,0,0
ENSG00000198452.8,0,6,0,0,0,0,6,13
ENSG00000235749.4,0,1,1,1,0,0,2,0
ENSG00000230411.1,0,0,0,2,0,0,0,0
ENSG00000197437.5,0,0,0,0,0,0,0,0
ENSG00000169214.5,0,0,0,0,0,0,2,0
ENSG00000239395.2,0,0,0,0,0,0,0,0
ENSG00000241128.3,0,0,0,0,0,0,1,0
ENSG00000153230.4,0,5,0,0,0,0,2,0
ENSG00000221888.4,0,0,0,2,0,0,0,0
ENSG00000228336.2,0,0,0,0,0,0,4,0
ENSG00000196772.5,0,0,0,0,0,0,0,0
ENSG00000232908.3,0,0,0,0,0,0,0,0
ENSG00000305224.1,0,0,0,0,0,0,0,0
ENSG00000230576.1,0,0,0,0,0,0,0,0
ENSG00000197591.3,0,0,0,0,0,0,0,0
ENSG00000162722.10,17,74,205,144,20,55,36,90
ENSG00000238243.3,0,4,3,8,2,2,1,0
ENSG00000177462.9,0,4,10,2,0,11,4,0
ENSG00000177275.4,0,0,0,0,0,1,0,0
ENSG00000226191.3,0,0,2,4,0,4,0,4
ENSG00000289367.2,0,0,0,0,0,0,0,0
ENSG00000224830.2,0,0,4,0,0,0,0,0
ENSG00000279263.1,0,0,1,0,0,0,0,0
ENSG00000187080.10,0,0,0,0,0,0,0,0
ENSG00000237492.1,0,0,0,0,0,0,0,0
ENSG00000290612.1,0,0,0,0,0,0,0,0
ENSG00000224227.4,0,0,0,0,0,0,0,0
ENSG00000199442.1,0,0,0,0,0,0,0,0
ENSG00000232215.2,0,0,0,0,0,0,4,0
ENSG00000197454.2,0,0,6,0,0,0,0,0
ENSG00000200085.1,0,0,0,0,0,0,0,0
ENSG00000203663.4,0,0,6,0,1,0,3,2
ENSG00000200982.1,0,0,0,0,0,0,0,0
ENSG00000198128.4,0,4,3,2,0,0,2,0
ENSG00000290608.1,0,0,0,0,0,0,0,0
ENSG00000197067.7,0,0,0,0,0,0,0,0
ENSG00000196071.6,0,0,6,20,3,4,0,6
ENSG00000177233.2,0,0,0,0,0,0,0,0
ENSG00000162727.3,0,0,0,0,0,0,0,0
ENSG00000198601.4,0,0,0,0,0,0,0,0
ENSG00000228198.3,0,1,0,0,0,0,1,0
ENSG00000171180.3,0,6,0,2,0,0,0,4
ENSG00000177212.4,0,0,2,0,0,0,0,0
ENSG00000177201.3,0,0,0,0,0,0,0,0
ENSG00000177186.3,0,0,0,0,0,0,0,0
ENSG00000177174.1,0,2,0,0,0,0,0,2
ENSG00000305921.1,0,0,0,0,0,0,0,0
ENSG00000196944.5,0,4,0,0,0,0,0,1
ENSG00000198104.4,0,2,0,0,0,0,0,0
ENSG00000175143.5,0,0,0,0,0,0,0,0
ENSG00000227152.6,0,0,2,0,0,0,0,0
ENSG00000196240.7,0,0,4,0,0,0,0,0
ENSG00000196539.3,0,0,0,0,0,0,0,0
ENSG00000229255.2,0,0,11,0,11,0,7,0
ENSG00000203661.4,0,0,0,0,0,0,0,0
ENSG00000271934.2,0,0,0,0,0,0,0,0
ENSG00000188558.7,0,0,0,0,0,0,0,0
ENSG00000307405.1,0,0,0,0,0,0,0,0
ENSG00000307421.1,0,0,0,0,0,0,0,0
ENSG00000224521.3,0,0,4,0,3,0,1,0
ENSG00000227102.2,0,0,0,0,0,0,0,0
ENSG00000182783.6,0,0,0,0,0,0,0,0
ENSG00000183310.3,0,0,0,0,0,0,0,0
ENSG00000184022.4,0,0,1,0,0,0,0,0
ENSG00000201602.1,0,0,0,0,0,0,0,0
ENSG00000271701.1,0,0,0,0,0,0,0,0
ENSG00000279301.5,0,0,0,0,0,0,0,0
ENSG00000177151.5,0,0,0,0,0,0,0,0
ENSG00000187701.5,0,0,0,0,0,0,0,0
ENSG00000189181.7,2,0,0,0,0,0,0,0
ENSG00000286015.1,126,4,27,0,4,2,0,0
ENSG00000293517.2,16,4,10,18,0,0,0,2
ENSG00000229703.7,0,0,0,0,0,0,0,0
ENSG00000276520.1,0,0,0,0,0,0,0,0
ENSG00000307390.1,87,1,10,0,0,0,0,2
ENSG00000242529.1,0,0,0,0,0,0,0,0
ENSG00000259823.8,2,0,2,0,0,0,0,0
ENSG00000229663.1,0,0,0,0,0,0,0,0
ENSG00000175137.13,3208,2408,2039,2023,1109,1424,1877,1588
ENSG00000309922.1,40,23,9,18,2,14,22,26
ENSG00000264500.1,0,0,0,0,0,0,0,0
ENSG00000171161.15,2891,1933,2506,1404,1491,1267,2544,1315
ENSG00000171163.18,1697,2077,934,1386,503,1237,1299,979
ENSG00000227237.2,9,6,3,0,4,0,0,0
ENSG00000185220.14,600,637,515,370,288,332,565,469
ENSG00000200495.1,0,0,0,0,0,0,0,0
ENSG00000298524.1,0,1,0,6,0,3,0,1
ENSG00000298541.1,0,2,0,0,0,0,2,6
ENSG00000233084.2,0,0,0,0,0,0,0,0
ENSG00000302559.1,0,0,0,0,0,0,0,0
ENSG00000184731.7,491,749,194,1284,427,315,974,404
ENSG00000300907.1,0,0,0,0,0,0,0,0
ENSG00000300885.1,2,0,0,0,0,0,0,0
ENSG00000300940.1,0,0,0,0,0,0,0,0
ENSG00000227061.3,0,0,0,0,0,0,0,0
ENSG00000297863.1,0,0,0,0,0,0,0,0
ENSG00000035115.24,5621,3798,2106,3833,1570,2739,1739,2537
ENSG00000143727.18,10196,3756,4779,2799,2905,2309,3442,2590
ENSG00000189292.19,51,356,107,14,6,52,19,96
ENSG00000228643.2,3,6,10,1,0,0,0,3
ENSG00000301149.1,0,8,2,0,0,0,0,6
ENSG00000235779.9,0,0,0,0,0,0,0,0
ENSG00000277997.1,0,0,0,0,0,0,0,0
ENSG00000301121.1,2,10,2,0,0,0,0,13
ENSG00000233684.4,0,7,22,0,0,6,2,7
ENSG00000301816.1,0,0,0,0,0,0,1,0
ENSG00000293856.1,0,4,0,0,0,0,0,2
ENSG00000293968.1,0,0,0,0,0,0,0,0
ENSG00000293990.1,0,4,0,0,0,0,0,0
ENSG00000297607.1,0,2,0,0,0,0,0,0
ENSG00000223985.3,0,7,0,46,0,30,0,2
ENSG00000284452.2,0,0,0,1,0,0,0,0
ENSG00000225942.2,0,4,0,18,0,12,0,0
ENSG00000302695.1,0,0,0,0,0,0,0,0
ENSG00000303241.1,0,0,0,0,0,0,0,0
ENSG00000233633.3,0,5,2,2,12,5,2,12
ENSG00000307370.1,0,17,2,0,0,2,0,2
ENSG00000299109.1,0,0,0,2,0,1,0,0
ENSG00000309949.1,0,0,0,0,0,0,0,0
ENSG00000301560.1,0,0,0,2,0,0,0,0
ENSG00000151353.18,1710,2216,1248,1335,625,1234,862,1545
ENSG00000233296.3,14,18,2,10,0,1,6,13
ENSG00000280360.1,2,0,0,2,0,0,0,0
ENSG00000302069.1,0,3,0,10,0,2,0,3
ENSG00000227713.3,0,17,0,6,0,0,2,0
ENSG00000302059.1,0,0,0,0,0,0,0,0
ENSG00000223751.3,0,39,4,41,707,10,6,19
ENSG00000237667.8,0,67,0,110,56,0,55,41
ENSG00000272342.1,0,0,0,0,0,0,0,0
ENSG00000298835.1,0,19,0,9,0,0,4,17
ENSG00000228799.6,0,4,0,4,0,0,0,1
ENSG00000234796.1,0,0,0,0,0,0,0,0
ENSG00000235688.4,0,26,36,20,37,62,21,24
ENSG00000172554.14,0,113,58,24,34,126,31,115
ENSG00000235403.1,0,0,0,0,0,0,0,0
ENSG00000236665.1,0,0,0,2,0,0,0,7
ENSG00000233553.1,0,0,0,0,0,0,0,0
ENSG00000231482.3,33,42,12,9,0,1,22,17
ENSG00000115705.24,63,705,95,274,152,1235,192,356
ENSG00000228613.2,40,65,5,66,26,11,88,20
ENSG00000283766.1,14,0,0,2,6,4,22,1
ENSG00000203635.2,75,39,2,45,35,0,111,18
ENSG00000130508.13,73225,7714,6377,5967,2023,3733,4967,3901
ENSG00000308082.1,30,36,0,37,3,14,16,10
ENSG00000298587.1,0,0,2,0,0,0,0,0
ENSG00000186487.23,7,6,2,0,4,0,0,5
ENSG00000284600.2,0,3,0,0,0,0,0,0
ENSG00000232057.2,0,2,0,0,0,4,4,4
ENSG00000303907.1,2,0,0,0,0,0,0,0
ENSG00000307932.1,0,0,0,0,0,0,0,0
ENSG00000303972.1,0,0,0,0,0,0,0,0
ENSG00000299336.1,0,0,0,0,0,0,0,0
ENSG00000225619.1,0,0,0,0,0,0,0,0
ENSG00000301667.1,0,0,0,0,0,0,0,0
ENSG00000289941.2,0,0,0,0,0,0,0,0
ENSG00000297130.1,0,0,0,0,0,0,0,0
ENSG00000304151.1,0,0,0,0,0,0,0,0
ENSG00000300072.1,0,0,0,0,0,0,0,0
ENSG00000290112.2,4,0,0,0,0,0,0,10
ENSG00000303274.1,0,2,0,0,0,0,0,6
ENSG00000234929.4,8,46,0,41,34,4,28,8
ENSG00000289608.3,0,2,0,0,0,0,0,0
ENSG00000287583.2,0,0,2,0,0,0,0,0
ENSG00000237720.3,0,0,0,0,0,0,0,0
ENSG00000227364.1,0,0,0,0,0,0,0,0
ENSG00000294114.1,0,0,0,0,0,0,0,0
ENSG00000294098.1,0,0,0,0,0,0,0,0
ENSG00000288786.1,0,0,0,0,0,0,0,0
ENSG00000228391.1,0,0,0,0,0,0,0,0
ENSG00000305934.1,0,0,0,0,0,0,0,0
ENSG00000234423.3,17,2,3,4,2,0,1,3
ENSG00000296612.1,0,0,0,0,0,0,0,0
ENSG00000303747.1,5,9,1,2,0,0,0,3
ENSG00000226649.1,0,0,0,0,0,0,0,4
ENSG00000032389.15,2234,731,1048,574,669,439,646,436
ENSG00000224885.1,59,3,14,14,0,2,0,0
ENSG00000303764.1,25,0,4,6,0,0,8,0
ENSG00000171853.18,3973,2835,2209,2000,1328,1565,1690,1996
ENSG00000304366.1,26,1,2,2,5,6,12,7
ENSG00000225234.1,65,54,49,33,21,32,26,42
ENSG00000297827.1,34,53,44,39,22,11,25,17
ENSG00000182551.16,5691,3943,3324,2839,1805,2365,2797,2492
ENSG00000271868.1,0,0,0,0,0,0,0,0
ENSG00000235078.2,53,54,93,22,7,23,22,17
ENSG00000242282.7,5,0,0,3,0,0,0,0
ENSG00000286905.1,6,2,2,0,0,0,0,2
ENSG00000171865.12,3201,1715,1425,1276,971,1013,905,1250
ENSG00000303909.1,0,0,0,0,0,0,0,0
ENSG00000234171.6,821,593,233,197,123,275,287,300
ENSG00000287126.1,484,145,136,122,50,96,90,69
ENSG00000171863.17,37739,35884,29287,23649,14030,26670,15023,23439
ENSG00000118004.20,285,112,172,40,24,112,62,130
ENSG00000237370.1,0,0,0,0,0,0,0,0
ENSG00000188765.7,0,0,0,1,0,0,0,0
ENSG00000289136.2,15,0,0,2,1,8,0,4
ENSG00000151360.10,0,0,0,0,0,0,0,0
ENSG00000224661.2,0,4,0,8,2,0,0,2
ENSG00000232718.1,0,0,0,0,0,0,0,0
ENSG00000214866.9,7,5,2,7,0,7,0,23
ENSG00000237401.9,0,0,0,0,0,0,0,0
ENSG00000299508.1,0,0,0,0,0,0,0,0
ENSG00000297258.1,0,0,1,0,0,0,0,0
ENSG00000229550.1,0,0,0,0,0,0,2,0
ENSG00000304429.1,0,0,0,0,0,0,0,0
ENSG00000291325.1,0,0,0,33,0,24,4,10
ENSG00000297312.1,0,0,0,1,0,0,0,3
ENSG00000231821.1,0,0,0,0,0,2,0,0
ENSG00000299355.1,0,0,0,0,0,0,0,0
ENSG00000231532.7,0,0,0,5,0,2,0,2
ENSG00000252238.1,0,0,0,0,0,0,0,0
ENSG00000299809.1,0,0,0,0,0,0,0,0
ENSG00000207192.1,0,0,0,0,0,0,0,0
ENSG00000306011.1,0,0,0,0,0,0,0,0
ENSG00000289300.3,0,0,0,0,0,0,0,0
ENSG00000228585.1,0,0,0,0,0,0,0,0
ENSG00000308446.1,0,0,0,0,0,0,0,0
ENSG00000308951.1,17,1,0,0,0,0,0,0
ENSG00000232835.2,4,0,0,0,0,0,0,0
ENSG00000224128.2,67,0,9,0,0,0,0,0
ENSG00000176887.7,11900,480,621,47,197,51,475,40
ENSG00000242540.3,46,2,11,0,3,0,0,0
ENSG00000307936.1,0,0,0,0,0,0,0,0
ENSG00000236106.4,0,2,0,0,0,0,0,0
ENSG00000237266.3,0,0,0,0,0,0,0,0
ENSG00000297956.1,0,0,0,0,0,0,0,0
ENSG00000232044.9,23,2,0,0,6,0,188,6
ENSG00000276733.1,0,0,0,0,0,0,0,0
ENSG00000297417.1,0,0,0,0,0,0,0,0
ENSG00000297405.1,0,0,0,0,0,0,0,0
ENSG00000302302.1,0,0,0,0,0,0,0,0
ENSG00000234275.5,0,0,0,0,0,0,0,0
ENSG00000227007.1,0,0,0,0,0,0,0,0
ENSG00000226488.3,0,0,0,0,0,0,0,0
ENSG00000231610.1,0,0,0,0,0,0,0,0
ENSG00000302919.1,0,0,0,0,0,0,0,0
ENSG00000236172.8,0,0,0,0,0,0,0,0
ENSG00000286851.2,0,0,0,0,0,0,0,0
ENSG00000283394.1,0,0,0,0,0,0,0,0
ENSG00000205837.8,35,18,67,4,8,24,19,14
ENSG00000225964.6,5,20,233,7,24,26,16,36
ENSG00000134326.13,824,541,3593,209,444,329,227,433
ENSG00000134321.14,952,644,4737,176,679,413,266,563
ENSG00000271947.1,2,1,0,0,7,4,3,0
ENSG00000228203.9,414,73,56,19,16,10,37,28
ENSG00000151692.17,6851,2225,1224,908,399,792,584,1209
ENSG00000309422.1,0,0,0,0,0,0,0,0
ENSG00000223884.8,40,20,12,10,0,2,7,12
ENSG00000223145.1,0,0,0,0,0,0,0,0
ENSG00000302210.1,0,0,2,0,0,0,0,4
ENSG00000272002.1,14,0,1,8,2,3,0,3
ENSG00000229727.8,28,16,14,11,2,10,10,47
ENSG00000305790.1,0,0,0,0,0,0,0,0
ENSG00000213774.3,0,0,0,0,0,0,0,0
ENSG00000305776.1,0,0,0,0,0,0,0,0
ENSG00000305806.1,0,0,1,0,4,0,1,0
ENSG00000230515.2,1,4,8,0,1,2,0,0
ENSG00000305573.1,0,0,0,0,0,0,0,0
ENSG00000305610.1,0,0,0,0,0,0,0,0
ENSG00000221255.1,0,0,0,0,0,0,0,0
ENSG00000287119.2,2,0,11,0,2,0,2,4
ENSG00000235576.4,47,68,428,27,77,38,100,70
ENSG00000232979.1,0,1,0,0,0,0,2,0
ENSG00000229405.1,0,0,1,0,2,0,0,5
ENSG00000290050.1,0,0,0,0,0,0,0,0
ENSG00000304129.1,0,22,20,8,0,20,0,2
ENSG00000226506.7,0,0,2,0,0,2,4,1
ENSG00000290092.2,0,2,2,0,0,8,0,0
ENSG00000306109.1,0,0,0,0,0,0,0,0
ENSG00000236790.8,70,92,195,29,64,31,125,35
ENSG00000286857.2,0,0,0,0,1,0,0,0
ENSG00000229740.4,0,0,0,2,0,4,0,0
ENSG00000289191.3,8,34,162,4,24,14,50,35
ENSG00000299593.1,0,0,2,0,0,0,0,0
ENSG00000299558.1,0,0,0,0,0,0,6,0
ENSG00000299628.1,0,0,0,0,0,0,0,0
ENSG00000285591.1,4,0,0,0,0,0,10,0
ENSG00000299660.1,0,0,0,0,0,0,0,0
ENSG00000299607.1,0,0,0,0,0,0,0,0
ENSG00000299577.1,0,0,0,0,0,0,0,0
ENSG00000299643.1,0,0,0,0,0,0,0,0
ENSG00000231083.2,0,2,4,0,2,0,0,0
ENSG00000225642.1,0,0,0,0,0,0,0,0
ENSG00000302835.1,0,0,0,0,0,0,0,0
ENSG00000302883.1,0,0,0,0,0,0,0,0
ENSG00000302859.1,0,0,0,0,0,0,0,0
ENSG00000235092.8,291,182,87,71,53,111,62,138
ENSG00000115738.12,4767,4295,5213,2752,1962,2841,2813,2865
ENSG00000307315.1,29,9,4,3,0,1,4,7
ENSG00000134313.19,11642,7770,4895,5195,2488,3856,2589,5718
ENSG00000309783.1,0,0,0,0,0,0,0,0
ENSG00000143797.14,4822,2017,1017,2280,982,804,3140,1344
ENSG00000303165.1,8,0,0,0,2,0,10,1
ENSG00000290023.2,126,10,5,9,2,0,4,10
ENSG00000230886.3,0,0,0,0,0,0,0,0
ENSG00000296532.1,0,0,0,0,0,0,0,0
ENSG00000223640.1,0,0,0,0,0,0,0,0
ENSG00000242136.2,41,18,2,4,16,0,22,0
ENSG00000261104.1,15,12,0,4,25,2,18,8
ENSG00000244310.3,0,0,0,0,0,2,2,0
ENSG00000294161.1,0,0,0,0,0,0,0,0
ENSG00000240980.2,0,0,0,0,0,0,0,0
ENSG00000298534.1,0,0,0,0,0,0,0,0
ENSG00000308924.1,19,0,0,2,0,2,0,6
ENSG00000151693.13,4223,1396,660,776,443,450,358,763
ENSG00000303543.1,1,0,0,0,0,0,0,0
ENSG00000213772.3,0,0,0,0,0,0,0,0
ENSG00000119185.15,3506,3387,2792,3720,1464,5252,1572,2369
ENSG00000119203.16,3578,1232,1490,991,933,737,829,774
ENSG00000134330.20,2459,1540,1591,1128,669,1128,958,977
ENSG00000151694.17,3965,1637,1549,1182,697,695,782,1055
ENSG00000239300.7,23,33,9,16,7,15,15,10
ENSG00000271855.2,252,37,39,43,28,42,42,48
ENSG00000134308.16,73570,18223,15874,13278,9234,9762,11039,11030
ENSG00000207086.1,4,0,1,0,0,0,0,0
ENSG00000240687.5,18,24,5,16,2,0,2,12
ENSG00000200034.1,0,0,0,0,0,0,0,0
ENSG00000240960.1,0,0,0,0,0,0,0,0
ENSG00000303501.1,4,36,5,21,4,15,8,0
ENSG00000243491.2,0,0,0,2,2,3,0,2
ENSG00000298044.1,3,0,1,0,0,0,0,0
ENSG00000301544.1,4,2,0,0,0,1,2,0
ENSG00000301559.1,0,0,0,0,0,0,0,0
ENSG00000301100.1,80,14,8,28,5,34,15,14
ENSG00000115750.19,1618,613,577,545,296,406,427,487
ENSG00000269973.1,203,211,162,166,93,186,115,144
ENSG00000287305.2,29,9,7,21,6,2,16,20
ENSG00000134317.19,11361,2969,789,2452,737,1332,1909,1771
ENSG00000289033.3,2,5,22,56,3,4,2,2
ENSG00000295440.1,0,0,0,0,0,0,0,0
ENSG00000260476.1,0,0,6,0,0,0,0,0
ENSG00000309032.1,6,3,4,0,0,0,0,0
ENSG00000260077.2,340,462,252,156,51,233,143,308
ENSG00000172059.13,2706,2325,1246,1080,586,1336,729,1513
ENSG00000271787.1,0,0,0,0,0,0,0,0
ENSG00000205795.6,71,656,303,411,255,521,259,632
ENSG00000303799.1,0,0,0,0,0,0,0,0
ENSG00000233502.2,0,0,0,0,0,0,0,4
ENSG00000212558.1,0,0,0,0,0,0,0,0
ENSG00000171848.18,7174,302,2912,100,2567,97,546,120
ENSG00000206647.1,25,0,0,0,0,0,6,0
ENSG00000265418.1,0,0,0,0,0,0,0,0
ENSG00000294395.1,7,0,0,0,0,0,0,0
ENSG00000303569.1,0,0,0,0,0,0,0,0
ENSG00000298720.1,0,0,0,0,0,0,0,0
ENSG00000264030.2,0,0,0,0,0,0,0,0
ENSG00000285872.4,23,8,29,6,5,8,10,8
ENSG00000206898.1,0,0,0,0,0,0,0,0
ENSG00000115756.15,11135,1647,1928,941,2361,1223,1611,1140
ENSG00000298642.1,14,2,0,0,6,0,0,0
ENSG00000298662.1,6,0,5,2,1,0,0,0
ENSG00000298780.1,0,0,2,0,1,0,0,0
ENSG00000298762.1,4,1,4,0,2,0,1,4
ENSG00000298739.1,15,4,2,0,0,0,0,0
ENSG00000298698.1,0,0,0,3,1,0,1,1
ENSG00000115758.16,25888,2310,3763,876,1068,1123,1344,1038
ENSG00000206633.1,0,0,0,0,0,0,0,0
ENSG00000257135.9,25,21,15,23,16,34,28,21
ENSG00000305382.1,0,0,0,0,0,0,0,0
ENSG00000309939.1,0,0,0,0,0,0,0,0
ENSG00000307162.1,0,0,0,0,0,0,0,0
ENSG00000309797.1,0,0,0,0,0,0,0,0
ENSG00000115761.19,3453,1070,1375,836,651,674,924,866
ENSG00000234818.2,1,0,0,0,0,0,0,0
ENSG00000243819.4,109,34,7,8,11,21,4,9
ENSG00000277446.1,0,0,0,0,0,0,0,0
ENSG00000307429.1,0,0,0,0,0,0,0,0
ENSG00000236162.2,0,0,0,0,0,0,0,0
ENSG00000143882.14,1102,222,189,110,15,76,296,116
ENSG00000239053.1,0,0,0,0,0,0,0,0
ENSG00000272275.1,58,20,14,7,2,13,3,10
ENSG00000143870.15,27969,6738,10102,4739,4828,3469,6558,4021
ENSG00000238962.1,0,0,0,0,0,0,0,0
ENSG00000303453.1,0,0,0,0,0,0,0,0
ENSG00000271952.4,0,0,8,4,2,0,6,2
ENSG00000296979.1,0,0,0,0,0,0,0,0
ENSG00000270488.1,0,0,0,0,0,0,0,0
ENSG00000296957.1,0,0,0,0,0,0,0,0
ENSG00000162975.6,51,53,106,20,10,0,14,25
ENSG00000302613.1,0,0,0,0,0,0,0,0
ENSG00000306022.1,0,0,0,0,0,0,0,0
ENSG00000307583.1,0,0,0,4,3,0,1,0
ENSG00000226080.1,0,2,0,2,0,0,0,4
ENSG00000145063.16,6,25,2,6,0,13,2,5
ENSG00000296149.1,0,0,0,0,0,0,0,0
ENSG00000296164.1,2,2,0,0,0,0,2,0
ENSG00000150873.14,79,77,30,24,12,20,8,32
ENSG00000162976.14,1873,2498,1877,1566,1140,1506,1213,1816
ENSG00000134318.18,7974,4927,3141,3593,2105,2858,2323,3983
ENSG00000207267.1,0,0,0,1,0,0,0,0
ENSG00000230154.1,12,26,23,7,2,8,19,18
ENSG00000306117.1,0,5,6,10,3,2,2,0
ENSG00000226961.3,0,0,0,0,0,0,0,0
ENSG00000230952.1,0,0,0,0,0,0,0,0
ENSG00000224177.9,0,0,0,0,0,14,0,0
ENSG00000231403.1,0,0,0,0,0,0,0,0
ENSG00000297324.1,0,0,0,0,0,0,0,0
ENSG00000297262.1,0,0,0,0,0,0,2,0
ENSG00000285569.5,17,9,0,7,1,2,10,18
ENSG00000169016.19,2040,991,792,693,388,708,644,670
ENSG00000196208.16,57,1935,235,3713,107,471,765,3214
ENSG00000305144.1,0,0,0,4,0,0,0,2
ENSG00000201610.1,0,0,0,0,0,0,0,0
ENSG00000264010.1,0,0,0,0,0,0,0,0
ENSG00000251718.1,0,0,0,0,0,0,0,0
ENSG00000285626.1,0,2,0,0,0,0,0,0
ENSG00000239899.3,0,5,0,11,0,5,0,0
ENSG00000303313.1,2,0,0,0,0,0,0,0
ENSG00000169006.9,7,0,0,0,0,0,0,0
ENSG00000230044.1,0,0,0,0,0,0,0,0
ENSG00000276411.1,0,0,0,0,0,0,0,0
ENSG00000134324.14,3353,3620,2720,1594,1592,1498,2157,2055
ENSG00000228496.3,0,0,0,0,0,0,1,0
ENSG00000203643.3,0,0,0,0,0,0,0,0
ENSG00000230790.2,0,0,0,4,8,0,0,0
ENSG00000265056.1,0,0,0,1,4,1,0,0
ENSG00000224184.8,19,13,7,7,10,16,9,0
ENSG00000265172.1,0,0,0,0,0,0,0,0
ENSG00000307254.1,0,0,0,0,0,0,0,0
ENSG00000238503.1,0,0,0,0,0,0,0,0
ENSG00000307283.1,0,0,0,0,0,0,0,0
ENSG00000289856.2,0,6,0,0,0,0,6,0
ENSG00000264089.1,0,0,0,0,0,0,0,0
ENSG00000290030.2,0,0,0,0,0,0,0,0
ENSG00000207183.1,0,0,0,0,0,0,0,0
ENSG00000309390.1,0,0,0,1,0,0,0,0
ENSG00000309353.1,0,0,0,0,0,0,0,0
ENSG00000223360.1,0,0,0,0,0,0,0,0
ENSG00000286427.2,185,43,24,23,4,4,45,31
ENSG00000261117.1,0,2,10,0,0,0,0,0
ENSG00000071575.13,18969,5230,4325,2941,1309,2644,3370,3203
ENSG00000225649.8,50,136,20,33,10,16,507,73
ENSG00000264370.1,0,0,0,0,0,0,0,0
ENSG00000310311.1,0,0,0,0,2,0,3,0
ENSG00000285876.2,9,2,0,1,2,25,0,15
ENSG00000307443.1,0,0,0,0,0,0,0,0
ENSG00000300555.1,0,0,0,0,0,0,0,0
ENSG00000229370.1,0,0,0,0,0,0,0,0
ENSG00000230448.6,4,0,0,0,6,0,88,0
ENSG00000227718.1,0,0,0,0,0,0,0,0
ENSG00000251859.1,0,0,0,0,0,0,0,0
ENSG00000237261.2,0,0,0,0,0,0,0,0
ENSG00000228505.5,0,2,0,0,0,0,0,0
ENSG00000162981.16,14626,2035,1626,315,1634,358,451,546
ENSG00000287291.2,11,0,0,0,2,0,0,0
ENSG00000303625.1,6,0,0,0,0,0,0,0
ENSG00000235127.1,0,0,0,0,0,0,1,0
ENSG00000296674.1,4,0,0,0,0,0,0,0
ENSG00000151779.16,4462,2632,2341,1889,1459,1355,1694,1727
ENSG00000229087.1,0,2,0,0,0,0,0,0
ENSG00000234022.2,10,2,1,0,0,0,0,0
ENSG00000302930.1,3,0,0,1,0,0,0,0
ENSG00000079785.18,12126,5291,4055,4125,2567,3304,3338,3364
ENSG00000302890.1,2,0,0,0,0,0,0,0
ENSG00000224194.1,0,0,0,0,0,1,0,0
ENSG00000231031.7,2,0,0,0,1,0,0,0
ENSG00000237326.1,0,0,0,0,0,0,0,0
ENSG00000202160.1,0,0,0,0,0,0,0,0
ENSG00000214657.4,0,0,0,0,0,0,0,0
ENSG00000238371.1,0,0,0,0,0,0,0,0
ENSG00000223850.2,4,0,2,0,6,0,0,0
ENSG00000233718.10,49,7,0,0,5,0,1,0
ENSG00000134323.15,3228,232,41,28,29,106,30,64
ENSG00000243541.3,0,0,0,0,0,0,0,0
ENSG00000226764.2,4,0,0,0,0,0,0,0
ENSG00000236289.5,31,5,0,5,0,0,0,0
ENSG00000301274.1,8,0,0,0,0,0,0,0
ENSG00000236989.6,4,2,0,0,0,0,0,3
ENSG00000271315.1,0,0,0,0,0,0,0,0
ENSG00000251704.1,0,0,0,0,0,0,0,0
ENSG00000294705.1,0,0,0,0,0,0,0,0
ENSG00000226041.2,0,0,0,0,0,0,0,0
ENSG00000228876.4,0,1,2,0,0,0,0,0
ENSG00000231266.1,0,0,0,0,0,0,0,0
ENSG00000285354.1,0,4,0,0,0,0,0,0
ENSG00000232444.2,0,12,0,0,0,12,0,5
ENSG00000224400.6,1,0,0,0,0,0,0,0
ENSG00000289364.3,0,0,0,0,0,0,0,0
ENSG00000237633.4,0,2,0,2,6,0,2,4
ENSG00000279663.3,0,4,0,0,0,0,2,0
